Id,Data,Nick,Pasek,Autor,Tytuł,Gatunek,Ocena
26206047,2017-08-20 16:28:01,Vivec,,K. J. Parker,The Last Witness,Fantasy,7
26202561,2017-08-20 13:32:23,erajwa,niebieski,Jack Campbell,Zaginiona Flota. Zwycięski,Space opera,7
26202561,2017-08-20 13:32:23,erajwa,niebieski,Paolo Bacigalupi,Złomiarz,Sci-Fi,7
26188393,2017-08-19 19:07:57,elekkapselek,różowy,Jon Trace,Rzymska przepowiednia,kryminał,5
26185737,2017-08-19 16:48:57,kanclerz_koronny,niebieski,Stephen King,Mroczna wieża t.V Wilki z Calla,Fantastyka,5
26180687,2017-08-19 11:35:24,lukaschels,niebieski,Remigiusz Mróz,Wotum nieufnośc,political fiction,6
26180257,2017-08-19 11:03:08,Minho,niebieski,Terry Pratchett,Mort,Fantasy,9
26180257,2017-08-19 11:03:08,Minho,niebieski,Michał Gołkowski,Komornik,Fantasy/sci-fi,7
26178899,2017-08-19 08:34:59,elady1989,różowy,"Krzysztof Jaworski, Tomasz Broda, Marcin Świetlicki i inni...",Powrót Barbarzyńców i nie,"poezja, wiersze, komiks",6
26176329,2017-08-19 02:21:38,kacperke,niebieski,Richard P. Feynman,"""A co ciebie obchodzi, co myślą inni?"" Dalsze przypadki ciekawego człowieka",biografia?,6
26169135,2017-08-18 20:23:51,l............a,różowy,Oliver Sacks,Oko umysłu,,9
26169135,2017-08-18 20:23:51,l............a,różowy,V.S. Ramachandran,Neuronauka o podstawach człowieczeństwa,,10
26163269,2017-08-18 14:21:01,pestis,niebieski,Paul S. Kemp.,Star Wars: The Old Republic: The Oszukani.,fantastyka.,
26161999,2017-08-18 12:59:24,budgie,różowy,Patrick Ness,Siedem minut po północy,Literatura młodzieżowa,2
26145575,2017-08-17 17:27:07,robertvu,niebieski,Stanisław Lem,Głos Pana,SF,4
26144871,2017-08-17 16:40:23,a...n,niebieski,Jörg Baberowski,Stalin. Terror absolutny,Historia,6
26141643,2017-08-17 12:32:25,kacperke,niebieski,Richard P. Feynman,"Pan raczy żartować, Panie Feynman",biografia,9
26126379,2017-08-16 18:53:47,haussbrandt,niebieski,J.K. Rowling,Harry Potter and the Chamber of Secrets,Fantasy,10
26112245,2017-08-15 22:56:48,g........d,niebieski,Peter Watts,Ślpowidzenie,Sci-Fi,9
26102725,2017-08-15 13:07:36,ialath,niebieski,Brandon Sanderson,Legion,,7
26100109,2017-08-15 09:45:10,WolnoscRownoscBraterstwo,niebieski,Piotr Nestorowicz,Każdy został człowiekiem,Reportaż historyczny,8
26092411,2017-08-14 21:55:04,Kubeusz89,niebieski,Różni autorzy,W Ruinie,"sci-fi, postapo",6
26092335,2017-08-14 21:51:30,haussbrandt,niebieski,J.K. Rowling,Harry Potter and the Philosopher's Stone,Fantasy,10
26090901,2017-08-14 20:36:30,MartinMartinez,niebieski,Steven Lee Myers,Nowy car,Biografia,9
26090263,2017-08-14 20:00:18,RDwojak,niebieski,Steve Peters (tłum. Michał Konewka),Paradoks Szympansa,psychologia,9
26090263,2017-08-14 20:00:18,RDwojak,niebieski,Eric Berne (tłum. Paweł Izdebski),W co grają ludzie,psychologia,8
26090263,2017-08-14 20:00:18,RDwojak,niebieski,Viktor E. Frankl (tłum. Aleksandra Wolnicka),Człowiek w poszukiwaniu sensu,"autobiografia, psychologia",8
26080477,2017-08-14 11:19:55,budgie,różowy,Joseph Heller,Paragraf 22,powieść,8
26058139,2017-08-13 17:46:08,haussbrandt,niebieski,Ron Chernow,Alexander Hamilton,Biografia,7
26048521,2017-08-13 07:08:50,l............a,różowy,R. J. Hollingdale,Nietzsche,Biografia,6
26033255,2017-08-12 20:45:16,ostoja,niebieski,Magdalena Grzebałkowska,Beksińscy. Portret podwójny,biografia,9
26015837,2017-08-12 07:02:08,l............a,różowy,H. Jacoby i W. Irwin,Dr. House i Filozofia-wszyscy kłamią,,7
25998619,2017-08-11 20:59:35,pestis,niebieski,Drew Karpyshyn.,Star Wars: The Old Republic: Revan.,fantastyka.,5
25998383,2017-08-11 20:55:04,cherrycoke2l,niebieski,J.R.R Tolkien/Christopher Tolkien,Beren and Luthien,Fantasy,6
25987689,2017-08-11 15:01:25,a...n,niebieski,Paul Ham,1914. Rok końca świata,Historia,7
25978245,2017-08-10 23:39:01,martusiek,różowy,Robert Peroni,Tam gdzie wiatr krzyczy najgłośniej. Moje drugie życie w krainie wiecznych lodów,Literatura współczesna/Podróżnicza?,9
25971731,2017-08-10 18:53:16,appylan,niebieski,Michaił Bułhakow,Mistrz i Małgorzata,Literatura Piękna,9
25965971,2017-08-10 11:20:09,butterfly,różowy,Arthur Conan Doyle,Studium w szkarłacie,kryminał,6
25965925,2017-08-10 11:16:32,butterfly,różowy,Mari Jungstedt,Umierający dandys,kryminał,6
25954221,2017-08-09 19:05:41,elekkapselek,różowy,Jonas Jonasson,"Analfabetka, która potrafiła liczyć",Literatura piękna,7
25947591,2017-08-09 13:37:21,m.......s,różowy,Barbara Goldsmith,Geniusz i obsesja. Wewnętrzny świat Marii Curie,biografia/autobiografia/pamiętnik,8
25924495,2017-08-08 20:37:08,Minho,niebieski,Rick Riordan,Bitwa w Labiryncie,fantasy,8
25924495,2017-08-08 20:37:08,Minho,niebieski,Douglas Adams,Autostopem przez galaktykę,science - fiction,9
25910383,2017-08-08 07:09:26,Kubeusz89,niebieski,Marko Kloos,Pobór,military sci-fi,7
25910383,2017-08-08 07:09:26,Kubeusz89,niebieski,Miroslav Žamboch,Mroczny Zbawiciel,fantastyka,7
25910383,2017-08-08 07:09:26,Kubeusz89,niebieski,Artur Chmielewski,Achromatopsja,"sci-fi, postapo",2
25902919,2017-08-07 21:40:47,damian713,niebieski,Adam Leszczyński,Zbawcy mórz oraz inne afrykańskie historie,Reportaż,9
25898267,2017-08-07 18:13:18,RDwojak,niebieski,Deepak Chopra i Leonard Mlodinow (tłum. Bartosz Sałbut),Wojna światopoglądów,"popularnonaukowa, fizyka/metafizyka",7
25897133,2017-08-07 17:00:36,elady1989,różowy,Dorota Masłowska,Jak zostałam wiedźmą. Opowieść autobiograficzna dla dorosłych i dzieci,biografia/autobiografia/pamiętnik,6
25881251,2017-08-06 19:46:28,Piottix,niebieski,Jakub Małecki,Dygot,Realizm magiczny,10
25879861,2017-08-06 18:20:22,Majk_,niebieski,Nate Silver,Sygnał i Szum - Sztuka Prognozowania w Erze Technologii,popularnonaukowa,8
25877725,2017-08-06 15:51:48,Vivec,,Vladimir Nabokov,Blady ogień,Literatura współczesna,9
25873343,2017-08-06 09:53:37,Gavilar,niebieski,Steven Erikson,Malazańska Księga Poległych: Bramy Domu Umarłych,Fantasy,8
25873227,2017-08-06 09:36:19,ialath,niebieski,Brandon Sanderson,Idealny Stan,sci-fi,8
25872907,2017-08-06 08:49:05,l............a,różowy,Erich Fromm,O sztuce miłości,,10
25869897,2017-08-06 01:51:31,ialath,niebieski,Brandon Sanderson,Calamity,sci-fi,8
25862975,2017-08-05 20:36:10,pestis,niebieski,John Jackson Miller.,Star Wars: Zaginione Plemię Sithów.,fantastyka.,7
25862421,2017-08-05 20:04:50,1..4,niebieski,Brandon Sanderson,Droga królów,Fantasy,9
25842641,2017-08-04 17:46:19,a...n,niebieski,Stephen King,Chudszy,Horror,5
25840681,2017-08-04 15:06:08,ialath,niebieski,Leigh Bardugo,Królestwo Kanciarzy,fantasy,6
25837323,2017-08-04 10:35:34,Wielki_Atraktor,niebieski,Alan Dean Foster,Obcy. 8 pasażer Nostromo,fantastyka naukowa,7
25836691,2017-08-04 09:31:21,elady1989,różowy,Christian Eisert,Tydzień w Korei Północnej. 1500 kilometrów po najdziwniejszym kraju świata,literatura faktu,7
25827607,2017-08-03 21:41:01,ialath,niebieski,Liu Cixin,Problem trzech ciał,sci-fi,9
25800017,2017-08-02 21:53:41,mroz3,niebieski,Joe Abercrombie,Bohaterowie,fantasy,8
25797765,2017-08-02 20:51:37,damian713,niebieski,Piotr Nestorowicz,Każdy został człowiekiem,Reportaż historyczny,8
25793577,2017-08-02 18:58:52,RDwojak,niebieski,Frances Gies i Joseph Gies (tłum. Jakub Janik),Życie w średniowiecznym zamku,"popularnonaukowa, historia",7
25769641,2017-08-01 22:15:46,a...n,niebieski,Stephen King,Carrie,Horror,6
25763705,2017-08-01 19:02:47,elekkapselek,różowy,Janusz Andrzej Zajdel,Cylinder van Troffa,sf,8
25732349,2017-07-31 14:34:46,lukaschels,niebieski,Elżbieta Cherezińska,Harda,historyczna,7
25719445,2017-07-30 20:13:22,Wladca_czipsow,niebieski,Andrzej Sapkowski,Lux perpetua,Fantasy,8
25719445,2017-07-30 20:13:22,Wladca_czipsow,niebieski,Andrzej Sapkowski,Boży bojownicy,Fantasy,7
25719445,2017-07-30 20:13:22,Wladca_czipsow,niebieski,Andrzej Sapkowski,Narrentrum,Fantasy,9
25716351,2017-07-30 17:11:54,a...n,niebieski,Stephen King,Cmętarz zwieżąt,Horror,7
25716023,2017-07-30 16:46:08,Vivec,,John W. Loftus i Randal Rauser,God or Godless?: One Atheist. One Christian. Twenty Controversial Questions,"Debata, religia",5
25715441,2017-07-30 16:01:30,allocer,niebieski,Rafał Cichowski,Pył Ziemi,Sci-Fi,3
25712165,2017-07-30 12:01:34,Piottix,niebieski,Remigiusz Mróz,Behawiorysta,thriller/sensacja/kryminał,9
25706537,2017-07-30 00:49:37,elady1989,różowy,Anna Kamińska,Simona. Opowieść o niezwyczajnym życiu Simony Kossak,biografia/autobiografia/pamiętnik,9
25705557,2017-07-29 23:49:44,maciup,niebieski,Charles Duhigg,Siła nawyku,,3
25701091,2017-07-29 20:12:23,Vivec,,Patrick O'Brian,"Dowódca ""Sophie""",Powieść marynistyczna,8
25699479,2017-07-29 18:47:06,elekkapselek,różowy,Remigiusz Mróz,Czarna Madonna,Horror religijny,2
25686759,2017-07-28 22:53:39,a...n,niebieski,Michio Kaku,Kosmos Einsteina. Jak wizja wielkiego fizyka zmieniła nasze rozumienie czasu i przestrzeni,Literatura popularnonaukowa,7
25680837,2017-07-28 17:53:38,martusiek,różowy,Szymon Nowak,Dziewczyny wyklęte,biografia/pamiętnik?/historyczna/beletrystyka,4
25661395,2017-07-27 18:18:19,n.......i,niebieski,Joseph Heller,Gold jak złoto,,
25661395,2017-07-27 18:18:19,n.......i,niebieski,Albert Camus,Obcy,,
25660123,2017-07-27 17:18:21,RDwojak,niebieski,Maciej Bernatowicz,Hiszpania. Fiesta dobra na wszystko,"literatura faktu, podróżnicza",10
25653819,2017-07-27 14:30:35,cebulepotargalwiatr,różowy,"J. Thorne, J. Tiffany",Harry Potter i Przeklęte Dziecko,fantastyka,4
25629673,2017-07-26 21:40:03,Wielki_Atraktor,niebieski,Andy Weir,Marsjanin,fantastyka naukowa,8
25628569,2017-07-26 21:21:30,pestis,niebieski,Tim Lebbon,Star Wars: Świt Jedi. W Nicość.,fantastyka.,5
25620717,2017-07-26 19:24:56,haussbrandt,niebieski,"Peter W. Merlin, Gregg A. Bendrick i Dwight A. Holland","Breaking the Mishap Chain: Human Factors Lessons Learned from Aerospace Accidents and Incidents in Research, Flight Test, and Development",nonfiction,7
25593989,2017-07-25 23:05:21,a...n,niebieski,Stephen King,Zielona Mila,Thriller/sensacja/kryminał,3
25593989,2017-07-25 23:05:21,a...n,niebieski,Stephen King,Misery,Thriller/sensacja/kryminał,6
25593493,2017-07-25 22:49:27,a...n,niebieski,Ian Stewart,Wielkie problemy matematyczne,popularnonaukowe,7
25592959,2017-07-25 22:34:11,a...n,niebieski,Andrew Roberts,Napoleon Wielki,historia,9
25591653,2017-07-25 22:01:52,a...n,niebieski,Antoni Dudek,Historia polityczna Polski 1989-2015,historia,8
25579733,2017-07-25 15:18:15,elady1989,różowy,Wiesław Weiss,Tomek Beksiński. Portret prawdziwy,biografia/autobiografia/pamiętnik,10
25564193,2017-07-24 19:45:07,kacperke,niebieski,Jeff VanderMeer,Unicestwienie,"thriller, sci-fi",5
25536601,2017-07-23 17:14:48,Vivec,,Sean Carroll,"Nowa perspektywa: Pochodzenie życia, świadomości i Wszechświata",Popularnonaukowa,
25536367,2017-07-23 16:59:51,elekkapselek,różowy,Margaret Atwood,Opowieść podręcznej,antyutopia,7
25532961,2017-07-23 13:03:31,damian713,niebieski,Witold Szabłowski,Sprawiedliwi zdrajcy: sąsiedzi z Wołynia,Reportaż,10
25531913,2017-07-23 11:40:42,WolnoscRownoscBraterstwo,niebieski,Yaa Gyasi,Homegoing,lit. piękna,9
25513275,2017-07-22 13:54:17,ostoja,niebieski,Dorota Masłowska,Jak przejąć kontrolę nad światem nie wychodząc z domu,felietony,10
25470169,2017-07-20 17:06:52,RDwojak,niebieski,zbiorowy,David Lynch Rozmowy,"wywiady, wspomnienia",3
25442199,2017-07-19 19:53:27,thekes,różowy,Justyna Kopińska,Czy Bóg wybaczy siostrze Bernadetcie?,reportaż,8
25425907,2017-07-18 23:14:28,pestis,niebieski,Kevin J. Anderson i Rebecca Moesta,Star Wars: Oblężenie Akademii Jedi,fantastyka.,4
25422079,2017-07-18 19:55:07,Piottix,niebieski,Stephen King,Joyland,Kryminał/Crime Fiction,8
25420373,2017-07-18 18:02:30,RDwojak,niebieski,Malcolm Gladwell (tłum. Rafał Śmietana),Poza schematem,"psychologia, popularnonaukowa, ciekawostki",7
25414869,2017-07-18 11:01:06,elady1989,różowy,Adam Wajrak,Lolek,opowieści dla młodszych dzieci,10
25408861,2017-07-17 23:26:09,Kubeusz89,niebieski,Garth Nix,Lord Niedziela,fantastyka,7
25408861,2017-07-17 23:26:09,Kubeusz89,niebieski,Garth Nix,Dostojna Sobota,fantastyka,7
25408861,2017-07-17 23:26:09,Kubeusz89,niebieski,Garth Nix,Pani Piątek,fantastyka,7
25408861,2017-07-17 23:26:09,Kubeusz89,niebieski,Garth Nix,Książe Czwartek,fantastyka,7
25408861,2017-07-17 23:26:09,Kubeusz89,niebieski,Garth Nix,Utopiona Środa,fantastyka,7
25408861,2017-07-17 23:26:09,Kubeusz89,niebieski,Garth Nix,Ponury Wtorek,fantastyka,7
25408861,2017-07-17 23:26:09,Kubeusz89,niebieski,Garth Nix,Pan Poniedziałek,fantastyka,7
25406243,2017-07-17 21:17:28,elady1989,różowy,Maike Lauther-Pohl,"Skąd właściwie wiemy, jaki jest Bóg? Historyjki dla ciekawskich dzieci",dla dzieci i młodzieży,5
25399871,2017-07-17 14:09:29,1..4,niebieski,Brandon Sanderson,Rozjemca,Fantasy,7
25398449,2017-07-17 12:52:18,appylan,niebieski,Christopher Priest,Odwrócony Świat,Science Fiction,3
25398449,2017-07-17 12:52:18,appylan,niebieski,John Hopper,Włosi,Esej,7
25398449,2017-07-17 12:52:18,appylan,niebieski,Jakub Żulczyk,Wzgórze Psów,Kryminał,7
25398449,2017-07-17 12:52:18,appylan,niebieski,Bill Simmons,The Book of Basketball: The NBA According to The Sports Guy,Esej.,9
25395025,2017-07-17 08:04:43,ostoja,niebieski,Jarosław Grzędowicz,Pan Lodowego Ogrodu - tom IV,fantastyka,7
25395025,2017-07-17 08:04:43,ostoja,niebieski,Jarosław Grzędowicz,Pan Lodowego Ogrodu - tom III,fantastyka,7
25395025,2017-07-17 08:04:43,ostoja,niebieski,Jarosław Grzędowicz,Pan Lodowego Ogrodu - tom II,fantastyka,8
25395025,2017-07-17 08:04:43,ostoja,niebieski,Jarosław Grzędowicz,Pan Lodowego Ogrodu - tom I,fantastyka,8
25390647,2017-07-17 00:41:17,n.......i,niebieski,Fiodor Dostojewski,Biesy,,
25388357,2017-07-16 23:50:29,haussbrandt,niebieski,Henryk Sienkiewicz,Pan Wołodyjowski,powieść historyczna,10
25385665,2017-07-16 22:46:04,szufik,niebieski,Orson Scott Card,Gra Endera,Fantastyka naukowa,
25385665,2017-07-16 22:46:04,szufik,niebieski,Orson Scott Card,Mówca umarłych,Fantastyka naukowa,
25385665,2017-07-16 22:46:04,szufik,niebieski,Orson Scott Card,Ksenocyd,Fantastyka naukowa,
25385665,2017-07-16 22:46:04,szufik,niebieski,Orson Scott Card,Dzieci umysłu,Fantastyka naukowa,
25385665,2017-07-16 22:46:04,szufik,niebieski,Orson Scott Card,Pierwsze spotkanie w Świecie Endera,Fantastyka naukowa,
25385665,2017-07-16 22:46:04,szufik,niebieski,Orson Scott Card,Ender na wygnaniu,Fantastyka naukowa,
25365711,2017-07-16 09:59:29,robertvu,niebieski,Mariusz Zawadzki,Nowy wspaniały Irak,reportaż,8
25365711,2017-07-16 09:59:29,robertvu,niebieski,Justyna Kopińska,Polska odwraca oczy,reportaż,8
25283727,2017-07-13 21:26:06,pestis,niebieski,Kevin J. Anderson i Rebecca Moesta,Star Wars: Najciemniejszy Rycerz,fantastyka.,5
25271029,2017-07-13 09:28:51,mlody18,niebieski,Blake Crouch,Wayward Pines. Szum,thriller/sensacja/kryminał,9
25271029,2017-07-13 09:28:51,mlody18,niebieski,Blake Crouch,Wayward Pines. Bunt,thriller/sensacja/kryminał,9
25271029,2017-07-13 09:28:51,mlody18,niebieski,Blake Crouch,Wayward Pines. Krzyk,thriller/sensacja/kryminał,9
25255359,2017-07-12 19:40:04,Minho,niebieski,Jo Nesbø,Pragnienie,kryminał,8
25252839,2017-07-12 17:49:43,RDwojak,niebieski,Leonard Mlodinow (tłum. Sebastian Szymański),Krótka historia rozumu,popularnonaukowa,9
25233953,2017-07-11 15:00:41,budgie,różowy,Hermann Hesse,Wilk stepowy,Dramat,6
25232541,2017-07-11 13:04:12,ogrod87,niebieski,Mark Alpert,Teoria ostateczna,Thriller/Sensacja/Kryminał,7
25221437,2017-07-10 21:38:04,elekkapselek,różowy,Łukasz Henel,Demon,Horror,7
25221357,2017-07-10 21:36:32,Wielki_Atraktor,niebieski,"Piotr Głuchowski, Marcin Górka",Karbala,literatura faktu,7
25210325,2017-07-10 16:24:55,kanclerz_koronny,niebieski,Stephen King,Mroczna Wieża t.5 - Czarnoksiężnik i kryształ,fantastyka,8
25210325,2017-07-10 16:24:55,kanclerz_koronny,niebieski,Stephen King,Mroczna Wieża t. 4 - Ziemie Jałowe,Fantastyka,9
25196977,2017-07-09 19:45:39,Talluviel,niebieski,Terry Pratchett,Kolor magii,Fantastyka,8
25196887,2017-07-09 19:39:02,Piottix,niebieski,Leigh Bardugo,Szóstka Wron,fantastyka,8
25196887,2017-07-09 19:39:02,Piottix,niebieski,Mario Puzo,Ojciec Chrzestny,Crime Fiction/thriller/sensacja/kryminał,10
25196887,2017-07-09 19:39:02,Piottix,niebieski,Dan Brown,Kod Leonarda Da Vinci,"sensacja, kryminał, thriller",6
25196887,2017-07-09 19:39:02,Piottix,niebieski,Amish Tripathi,Nieśmiertelni z Meluhy,fantastyka,5
25196887,2017-07-09 19:39:02,Piottix,niebieski,Amish Tripathi,Tajemnica Nagów,fantastyka,7
25196887,2017-07-09 19:39:02,Piottix,niebieski,Marc Elsberg,Blackout,thriller,8
25196887,2017-07-09 19:39:02,Piottix,niebieski,Stephen King,Dolores Claiborne,thriller,9
25196887,2017-07-09 19:39:02,Piottix,niebieski,Leigh Bardugo,Królestwo kanciarzy,fantastyka,5
25196887,2017-07-09 19:39:02,Piottix,niebieski,Jean-Christophe Grangé,Kaiken,thriller/sensacja/kryminał,8
25191777,2017-07-09 13:04:50,robertvu,niebieski,Maurice Druon,Królowie Przeklęci Tom 1,Powieść historyczna,9
25191777,2017-07-09 13:04:50,robertvu,niebieski,Maurice Druon,Królowie Przeklęci: Prawo mężczyzn,Powieść historyczna,8
25191777,2017-07-09 13:04:50,robertvu,niebieski,Maurice Druon,Królowie Przeklęci: Wilczyca z Francji,Powieść historyczna,7
25191777,2017-07-09 13:04:50,robertvu,niebieski,Maurice Druon,Królowie Przeklęci: Lew i lilie,Powieść historyczna,7
25191777,2017-07-09 13:04:50,robertvu,niebieski,Maurice Druon,Królowie Przeklęci: Kiedy król gubi kraj,Powieść historyczna,5
25187399,2017-07-09 01:42:11,kacperke,niebieski,Blake Crouch,Mroczna Materia,"sci-fi, thriller",9
25178665,2017-07-08 17:47:16,Vivec,,Jeff VanderMeer,Unicestwienie,Fantastyka,6
25178665,2017-07-08 17:47:16,Vivec,,Jeff VanderMeer,Ujarzmienie,Fantastyka,6
25178665,2017-07-08 17:47:16,Vivec,,Jeff VanderMeer,Ukojenie,Fantastyka,3
25174909,2017-07-08 12:16:20,1..4,niebieski,Brandon Sanderson,Z mgły zrodzony,Fantasy,10
25173601,2017-07-08 09:53:26,damian713,niebieski,Joseph E. Stiglitz,Cena nierówności. W jaki sposób dzisiejsze podziały społeczne zagrażają naszej przyszłości.,ekonomia,8
25163341,2017-07-07 20:24:11,Wielki_Atraktor,niebieski,Clifford D. Simak,Stacja tranzytowa. Rezerwat goblinów.,fantastyka naukowa,5
25161353,2017-07-07 18:16:32,pestis,niebieski,Kevin J. Anderson i Rebecca Moesta,Star Wars: Miecze Świetlne,fantastyka.,
25157331,2017-07-07 12:46:16,m.......s,różowy,Daniel Coyle,Kod talentu - Jak zostać geniuszem,popularnonaukowa,3
25157305,2017-07-07 12:42:56,m.......s,różowy,Mateusz Grzesiak,Psychologia zmiany,poradnik,0
25148239,2017-07-06 23:42:49,pestis,niebieski,Kevin J. Anderson i Rebecca Moesta,Star Wars: Zagubieni,fantastyka.,
25132911,2017-07-06 14:01:57,Talluviel,niebieski,Peter V. Brett,Malowany człowiek,Fantastyka,5
25121085,2017-07-06 01:10:28,kacperke,niebieski,Robert J. Sawyer,Hybrydy,sci-fi,6
25101219,2017-07-05 13:24:45,g........d,niebieski,Michał Cholewa,"Cykl: Algorytmy Wojny (Gambit, Punkt Cięcia, Forta, Inwit)",hard syfy,9
25076381,2017-07-04 14:45:37,cebulepotargalwiatr,różowy,Remigiusz Mróz,Rewizja,sensacja,4
25076317,2017-07-04 14:43:05,cebulepotargalwiatr,różowy,Remigiusz Mróz,Immunitet,sensacja,3
25073783,2017-07-04 12:26:37,mahakaM,niebieski,Carlos Ruiz Zafón,Więzień Nieba,Dramat / powieść współczesna,7
25056857,2017-07-03 20:02:06,butterfly,różowy,Joy Fielding,Zabójcze piękno,kryminał,7
25056425,2017-07-03 19:45:08,RDwojak,niebieski,Jerzy Vetulani,Piękno neurobiologii,popularnonaukowa,8
25053525,2017-07-03 17:41:26,damian713,niebieski,Cezary Łazarewicz,"Żeby nie było śladów, Sprawa Grzegorza Przemyka",Reportaż,10
25048045,2017-07-03 09:26:29,mroz3,niebieski,Koniec świata w Breslau,Marek Krajewski,kryminał,7
25044967,2017-07-03 01:15:51,kacperke,niebieski,Robert J. Sawyer,Ludzie,sci-fi,5
25042089,2017-07-02 22:29:33,elekkapselek,różowy,Remigiusz Mróz,Inwigilacja,sensacja,7
25029187,2017-07-02 07:55:39,MartinMartinez,niebieski,Hugh Thomson,"Tequila Oil, czyli jak się zgubić w Meksyku",Literatura podróżnicza,7
25021681,2017-07-01 23:31:01,haussbrandt,niebieski,Henryk Sienkiewicz,Potop,przygodowa,10
25010705,2017-07-01 14:27:45,erajwa,niebieski,Jack Campbell,Zaginiona flota. Bezlitosny,Space opera,8
25010705,2017-07-01 14:27:45,erajwa,niebieski,Jack Campbell,Zaginiona Flota. Waleczny,Space Opera,7
25003411,2017-07-01 00:06:08,n.......i,niebieski,Philip K. Dick,Czy androidy śnią (marzą) o elektrycznych owcach,,
25003411,2017-07-01 00:06:08,n.......i,niebieski,Philip K. Dick,Marsjański poślizg w czasie,,
25003411,2017-07-01 00:06:08,n.......i,niebieski,Arkadij i Borys Strugaccy,Trudno być bogiem,,
25003411,2017-07-01 00:06:08,n.......i,niebieski,Arkadij i Borys Strugaccy,Daleka tęcza,,
25003411,2017-07-01 00:06:08,n.......i,niebieski,Albert Camus,Dżuma,,
25002511,2017-06-30 23:06:53,pestis,niebieski,Kevin J. Anderson i Rebecca Moesta,Star Wars: Akademia Ciemnej Mocy,fantastyka.,6
24996211,2017-06-30 15:58:11,RDwojak,niebieski,Leonard Mlodinow (tłum. Julia Szajkowska),Nieświadomy mózg,"popularnonaukowa, neuronauka",10
24967469,2017-06-29 20:29:37,Minho,niebieski,Marta Matyszczak,Tajemnicza śmierć Marianny Biel,kryminał,8
24954309,2017-06-29 10:37:29,1..4,niebieski,Brandon Sanderson,Elantris,Fantasy,9
24949085,2017-06-28 23:55:33,a...n,niebieski,Ruud Gullit,Jak oglądać piłkę nożną,sport,6
24921799,2017-06-27 20:01:13,kacperke,niebieski,Robert J. Sawyer,Hominidzi,sci-fi,9
24896545,2017-06-26 12:47:58,elekkapselek,różowy,Ann Morgan,Moja siostra...czy ja?,thriller psychologiczny,5
24889519,2017-06-25 23:16:18,appylan,niebieski,Joby Warrick,Czarne Flagi. Geneza Państwa Islamskiego,Reportaż,8
24884377,2017-06-25 18:26:27,Wiedmolol,niebieski,"Patrick ""Kvothe"" Rothfuss",The Wise Man's Fear / Strach mędrca,Fantastyka / fanfik biograficzny,7
24884059,2017-06-25 18:08:25,Minho,niebieski,Gillian Flynn,Ostre przedmioty,kryminał,6
24883399,2017-06-25 17:23:53,elekkapselek,różowy,Stephen Baxter,Czasopodobna nieskończoność,hard sf,5
24880529,2017-06-25 14:20:33,Vivec,,Ian McDonald,Brasyl,Science fiction/cyberpunk,7
24872047,2017-06-24 23:50:01,a...n,niebieski,Jim White,Manchester United. Diabelska biografia,"historia, sport",6
24870755,2017-06-24 22:54:28,TerapeutyczneMruczenie,niebieski,Bill Bryson,Krótka historia prawie wszystkiego,popularnonaukowa,
24870755,2017-06-24 22:54:28,TerapeutyczneMruczenie,niebieski,Robin Dunbar,Nowa historia ewolucji człowieka,popularnonaukowa,
24870755,2017-06-24 22:54:28,TerapeutyczneMruczenie,niebieski,Robert J. Sawyer,Hominidzi,fantastyka,
24870755,2017-06-24 22:54:28,TerapeutyczneMruczenie,niebieski,Aleksander Krawczuk,Tytus i Berenika,powieść historyczna,
24870755,2017-06-24 22:54:28,TerapeutyczneMruczenie,niebieski,Sergiusz Piasecki,Zapiski oficera Armii Czerwonej,powieść,
24870755,2017-06-24 22:54:28,TerapeutyczneMruczenie,niebieski,Terry Pratchett,Pasterska korona,fantasy,
24867751,2017-06-24 20:33:53,cebulepotargalwiatr,różowy,Remigiusz Mróz,Zaginięcie,kryminał / sensacja,4
24867199,2017-06-24 20:02:51,thekes,różowy,Albert Jack,Z Galileusza też się śmiali,Literatura faktu,4
24864503,2017-06-24 16:59:51,Wielki_Atraktor,niebieski,Suzanne Collins,Igrzyska śmierci,fantastyka,9
24863471,2017-06-24 15:34:37,pestis,niebieski,Kevin J. Anderson i Rebecca Moesta,Star Wars: Spadkobiercy Mocy.,fantastyka.,5
24831475,2017-06-22 23:46:25,kacperke,niebieski,Tom Perotta,Pozostawieni,obyczajowa,7
24827227,2017-06-22 22:33:40,WolnoscRownoscBraterstwo,niebieski,Robert L. Forward,Dragon's Egg,SF,9
24799037,2017-06-22 00:27:56,pestis,niebieski,Timothy Zahn,Star Wars: Rozbitkowie Z Nirauan.,fantastyka.,5
24763317,2017-06-20 19:34:24,erajwa,niebieski,Jack Campbell,Zaginiona flota. Nieustraszony.,Space opera,6
24763317,2017-06-20 19:34:24,erajwa,niebieski,Jack Campbell,Zaginiona flota. Odważny,Space opera,7
24754417,2017-06-20 10:29:06,mahakaM,niebieski,Szczepan Twardoch,Król,historyczna/psychologiczna,10
24753575,2017-06-20 08:46:24,lukaschels,niebieski,Brandon Sanderson,Słowa światłości,"fantastyka, fantasy, science fiction",8
24745671,2017-06-19 21:48:52,RDwojak,niebieski,Michio Kaku (tłum. Urszula i Mariusz Seweryńscy),Przyszłość umysłu,"popularnonaukowa, fizyka",8
24740423,2017-06-19 19:23:48,Minho,niebieski,Marcin Kosman,Nie tylko Wiedźmin. Historia polskich gier komputerowych,Literatura popularnonaukowa,8
